"TradeNumber","common.Side","Quantity","Price","PnlForTrade","CumulativePnl"
"205","Sell","4.3355","4.6053","-0.0338","1000.4409"
"206","Sell","4.3469","4.6076","0.0287","1000.4696"
"207","Sell","4.3273","4.6178","-0.0173","1000.4523"
"208","Sell","4.3332","4.613","-0.0108","1000.4415"
"209","Sell","4.3415","4.6147","0.0347","1000.4762"
"210","Sell","4.3418","4.5734","-0.1432","1000.333"
"211","Sell","4.372","4.5833","0.038","1000.371"
"212","Sell","4.3758","4.5631","-0.0328","1000.3382"
"213","Sell","4.3473","4.6004","-9.0E-4","1000.3373"
"214","Sell","4.3527","4.6003","0.0235","1000.3608"
"215","Sell","4.341","4.6091","0.0082","1000.369"
"216","Sell","4.3315","4.6174","4.0E-4","1000.3694"
"217","Sell","4.3254","4.6271","0.0138","1000.3832"
"218","Sell","4.3285","4.6253","0.0208","1000.404"
"219","Sell","4.3219","4.6126","-0.0647","1000.3393"
"220","Sell","4.3414","4.618","0.0486","1000.3879"
"221","Sell","4.3338","4.6182","0.0143","1000.4022"
"222","Sell","4.3128","4.6386","0.0052","1000.4074"
"223","Sell","4.3159","4.6309","-0.0134","1000.394"
"224","Sell","4.3156","4.6322","-0.0091","1000.3849"
"225","Sell","4.3399","4.6022","-0.0269","1000.358"
"226","Sell","4.355","4.5963","0.017","1000.375"
"227","Sell","4.3552","4.5947","0.0109","1000.3859"
"228","Sell","4.3612","4.5931","0.0314","1000.4173"
"229","Sell","4.368","4.5914","0.0549","1000.4722"
"230","Sell","4.3655","4.5896","0.0358","1000.508"
"231","Sell","4.3666","4.5803","4.0E-4","1000.5084"
"232","Sell","4.3707","4.5839","0.035","1000.5434"
"233","Sell","4.3618","4.5873","0.0087","1000.5521"
"234","Sell","4.3572","4.5995","0.041","1000.5931"
"235","Sell","4.3511","4.5928","-0.0161","1000.577"
"236","Sell","4.3559","4.5944","0.0126","1000.5896"
"237","Sell","4.3542","4.5891","-0.0183","1000.5713"
"238","Sell","4.3498","4.5998","0.0083","1000.5796"
"239","Sell","4.355","4.59","-0.0105","1000.5691"
"240","Sell","4.3585","4.5857","-0.0131","1000.556"
"241","Sell","4.368","4.5837","0.0214","1000.5774"
"242","Sell","4.3653","4.5785","-0.0135","1000.5639"
"243","Sell","4.3715","4.5745","-0.0026","1000.5613"
"244","Sell","4.3813","4.5747","0.0429","1000.6042"
"245","Sell","4.3719","4.575","0.0013","1000.6055"
"246","Sell","4.3721","4.5751","0.0026","1000.6081"
"247","Sell","4.3761","4.5705","9.0E-4","1000.609"
"248","Sell","4.3754","4.5578","-0.0577","1000.5513"
"249","Sell","4.4119","4.5535","0.0895","1000.6408"
"250","Sell","4.4006","4.5495","0.0207","1000.6615"
"251","Sell","4.4043","4.5378","-0.0141","1000.6474"
"252","Sell","4.4065","4.537","-0.0075","1000.6399"
"253","Sell","4.401","4.5493","0.0216","1000.6615"
"254","Sell","4.4049","4.5462","0.0255","1000.687"
"255","Sell","4.3981","4.5527","0.0233","1000.7103"
"256","Sell","4.3906","4.5582","0.0132","1000.7235"
"257","Sell","4.3804","4.5724","0.0289","1000.7524"
"258","Sell","4.3926","4.5541","0.0044","1000.7568"
"259","Sell","4.3943","4.5534","0.0088","1000.7656"
"260","Sell","4.4028","4.5484","0.0255","1000.7911"
"261","Sell","4.3972","4.5469","-0.0066","1000.7845"
"262","Sell","4.4037","4.5446","0.0132","1000.7977"
"263","Sell","4.4065","4.5422","0.015","1000.8127"
"264","Sell","4.4039","4.5469","0.0242","1000.8369"
"265","Sell","4.3912","4.5573","0.0119","1000.8488"
"266","Sell","4.3921","4.5562","0.0114","1000.8602"
"267","Sell","4.3847","4.5701","0.0386","1000.8988"
"268","Sell","4.3815","4.5711","0.0285","1000.9273"
"269","Sell","4.384","4.5664","0.0193","1000.9466"
"270","Sell","4.3819","4.5653","0.0048","1000.9514"
"271","Sell","4.3743","4.5588","-0.0585","1000.8929"
"272","Sell","4.3909","4.5661","0.0492","1000.9421"
"273","Sell","4.3851","4.5455","-0.0674","1000.8747"
"274","Sell","4.4007","4.5513","0.029","1000.9037"
"275","Sell","4.3977","4.5538","0.0264","1000.9301"
"276","Sell","4.3965","4.5461","-0.0132","1000.9169"
"277","Sell","4.3365","4.6279","0.0689","1000.9858"
"278","Sell","4.3336","4.618","0.0126","1000.9984"
"279","Sell","4.3397","4.6175","0.0386","1001.037"
"280","Sell","4.3358","4.6027","-0.0438","1000.9932"
"281","Sell","4.335","4.604","-0.0416","1000.9516"
"282","Sell","4.3493","4.6008","0.0104","1000.962"
"283","Sell","4.3451","4.6125","0.0417","1001.0037"
"284","Sell","4.3457","4.5859","-0.0707","1000.933"
"285","Sell","4.3648","4.5861","0.0175","1000.9505"
"286","Sell","4.3649","4.585","0.0131","1000.9636"
"287","Sell","4.3612","4.5827","-0.014","1000.9496"
"288","Sell","4.3504","4.5986","0.0057","1000.9553"
"289","Sell","4.3509","4.5848","-0.0521","1000.9032"
"290","Sell","4.3567","4.5981","0.0327","1000.9359"
"291","Sell","4.3583","4.5945","0.0244","1000.9603"
"292","Sell","4.3605","4.5873","0.0031","1000.9634"
"293","Sell","4.3216","4.6267","-0.0052","1000.9582"
"294","Sell","4.3254","4.6348","0.0471","1001.0053"
"295","Sell","4.3174","4.6342","0.0078","1001.0131"
"296","Sell","4.3247","4.632","0.032","1001.0451"
"297","Sell","4.314","4.6459","0.0423","1001.0874"
"298","Sell","4.3104","4.6381","-0.0078","1001.0796"
"299","Sell","4.2794","4.6774","0.0167","1001.0963"
"300","Sell","4.273","4.7004","0.0849","1001.1812"
"301","Sell","4.2555","4.7087","0.0379","1001.2191"
"302","Sell","4.2416","4.7086","-0.028","1001.1911"
"303","Sell","4.2436","4.7017","-0.048","1001.1431"
"304","Sell","4.2598","4.7027","0.0324","1001.1755"
"305","Sell","4.2562","4.7005","0.0064","1001.1819"
"306","Sell","4.2606","4.6904","-0.0162","1001.1657"
"307","Sell","4.2697","4.69","0.0248","1001.1905"
"308","Sell","4.2594","4.6866","-0.0379","1001.1526"
"309","Sell","4.2645","4.6881","-0.0077","1001.1449"
"310","Sell","4.2664","4.6886","0.0034","1001.1483"
"311","Sell","4.2643","4.6975","0.0316","1001.1799"
"312","Sell","4.2514","4.7091","0.0204","1001.2003"
"313","Sell","4.2615","4.7194","0.1116","1001.3119"
"314","Sell","4.2477","4.7163","0.0336","1001.3455"
"315","Sell","4.2351","4.7253","0.0123","1001.3578"
"316","Sell","4.2447","4.724","0.0517","1001.4095"
"317","Sell","4.2383","4.7165","-0.0102","1001.3993"
"318","Sell","4.2422","4.7088","-0.0242","1001.3751"
"319","Sell","4.2461","4.6959","-0.0606","1001.3145"
"320","Sell","4.2598","4.6972","0.0089","1001.3234"
"321","Sell","4.2541","4.7026","0.0051","1001.3285"
"322","Sell","4.2488","4.7086","0.0059","1001.3344"
"323","Sell","4.249","4.6915","-0.0658","1001.2686"
"324","Sell","4.2662","4.6785","-0.0405","1001.2281"
"325","Sell","4.2685","4.6845","-0.0043","1001.2238"
"326","Sell","4.2569","4.6964","-0.0081","1001.2157"
"327","Sell","4.2619","4.6957","0.0128","1001.2285"
"328","Sell","4.2592","4.6935","-0.0094","1001.2191"
"329","Sell","4.2599","4.6964","0.0064","1001.2255"
"330","Sell","4.261","4.7059","0.0519","1001.2774"
"331","Sell","4.1881","4.7797","0.018","1001.2954"
"332","Sell","4.2059","4.7601","0.0206","1001.316"
"333","Sell","4.1957","4.77","0.0134","1001.3294"
"334","Sell","4.1831","4.785","0.0163","1001.3457"
"335","Sell","4.1876","4.7965","0.0857","1001.4314"
"336","Sell","4.1647","4.8085","0.0258","1001.4572"
"337","Sell","4.1635","4.8023","-0.0058","1001.4514"
"338","Sell","4.1684","4.8055","0.0313","1001.4827"
"339","Sell","4.1596","4.7982","-0.0412","1001.4415"
"340","Sell","4.1658","4.7999","-0.0046","1001.4369"
"341","Sell","4.1734","4.8059","0.0571","1001.494"
"342","Sell","4.1736","4.7861","-0.0246","1001.4694"
"343","Sell","4.1814","4.785","0.0079","1001.4773"
"344","Sell","4.1803","4.783","-0.0054","1001.4719"
"345","Sell","4.1825","4.7852","0.0142","1001.4861"
"346","Sell","4.1704","4.8002","0.0188","1001.5049"
"347","Sell","4.1541","4.8188","0.0179","1001.5228"
"348","Sell","4.1424","4.833","0.0203","1001.5431"
"349","Sell","4.1462","4.834","0.0427","1001.5858"
"350","Sell","4.1377","4.8202","-0.0553","1001.5305"
"351","Sell","4.1471","4.7592","-0.2626","1001.2679"
"352","Sell","4.2201","4.7442","0.0211","1001.289"
"353","Sell","4.2108","4.7574","0.0324","1001.3214"
"354","Sell","4.2182","4.7575","0.0678","1001.3892"
"355","Sell","4.2011","4.77","0.0391","1001.4283"
"356","Sell","4.2013","4.7684","0.0336","1001.4619"
"357","Sell","4.18","4.7828","-0.0079","1001.454"
"358","Sell","4.192","4.7856","0.0611","1001.5151"
"359","Sell","4.1832","4.7598","-0.0886","1001.4265"
"360","Sell","4.1989","4.7439","-0.0809","1001.3456"
"361","Sell","4.2281","4.7488","0.0781","1001.4237"
"362","Sell","4.1885","4.777","0.0084","1001.4321"
"363","Sell","4.1885","4.757","-0.0753","1001.3568"
"364","Sell","4.2103","4.7553","0.0211","1001.3779"
"365","Sell","4.2106","4.7488","-0.0046","1001.3733"
"366","Sell","4.2121","4.7388","-0.0396","1001.3337"
"367","Sell","4.2268","4.7597","0.1183","1001.452"
"368","Sell","4.2152","4.7519","0.0303","1001.4823"
"369","Sell","4.2055","4.758","0.0097","1001.492"
"370","Sell","4.2105","4.7446","-0.0227","1001.4693"
"371","Sell","4.223","4.7371","0.0046","1001.4739"
"372","Sell","4.224","4.7477","0.0544","1001.5283"
"373","Sell","4.2105","4.751","0.0042","1001.5325"
"374","Sell","4.2088","4.7948","0.1804","1001.7129"
"375","Sell","4.1756","4.7961","0.0267","1001.7396"
"376","Sell","4.1756","4.7947","0.0209","1001.7605"
"377","Sell","4.1468","4.8437","0.0857","1001.8462"
"378","Sell","4.1015","4.8949","0.0762","1001.9224"
"379","Sell","4.0934","4.9038","0.0732","1001.9956"
"380","Sell","4.0843","4.8797","-0.0697","1001.9259"
"381","Sell","4.1081","4.8757","0.03","1001.9559"
"382","Sell","4.1102","4.7797","-0.3543","1001.6016"
"383","Sell","4.1923","4.7692","-0.0063","1001.5953"
"384","Sell","4.1941","4.775","0.0268","1001.6221"
"385","Sell","4.1924","4.7234","-0.1973","1001.4248"
"386","Sell","4.2314","4.718","-0.0364","1001.3884"
"387","Sell","4.2422","4.6933","-0.0898","1001.2986"
"388","Sell","4.3364","4.6493","0.1611","1001.4597"
"389","Sell","4.277","4.6786","0.0103","1001.47"
"390","Sell","4.2739","4.6944","0.0632","1001.5332"
"391","Sell","4.2475","4.7183","0.0412","1001.5744"
"392","Sell","4.2392","4.718","4.0E-4","1001.5748"
"393","Sell","4.2404","4.7266","0.0428","1001.6176"
"394","Sell","4.229","4.7499","0.087","1001.7046"
"395","Sell","4.2249","4.7282","-0.0237","1001.6809"
"396","Sell","4.2399","4.7294","0.0521","1001.733"
"397","Sell","4.2353","4.7217","-0.0021","1001.7309"
"398","Sell","4.2333","4.7299","0.0233","1001.7542"
"399","Sell","4.2376","4.724","0.0186","1001.7728"
"400","Sell","4.2366","4.7289","0.0343","1001.8071"
"401","Sell","4.2525","4.7162","0.0556","1001.8627"
"402","Sell","4.2476","4.7122","0.0157","1001.8784"
"403","Sell","4.2418","4.7105","-0.0191","1001.8593"
"404","Sell","4.2452","4.7093","-0.0081","1001.8512"
"405","Sell","4.2479","4.723","0.0628","1001.914"
"406","Sell","4.2361","4.7272","0.025","1001.939"
"407","Sell","4.2164","4.7343","-0.0384","1001.9006"
"408","Sell","4.2274","4.7501","0.0806","1001.9812"
"409","Sell","4.2159","4.7421","-0.0076","1001.9736"
"410","Sell","4.1945","4.7791","0.0461","1002.0197"
"411","Sell","4.1775","4.7943","0.028","1002.0477"
"412","Sell","4.176","4.7947","0.0226","1002.0703"
"413","Sell","4.1789","4.7955","0.0397","1002.11"
"414","Sell","4.1788","4.7912","0.0213","1002.1313"
"415","Sell","4.1788","4.7904","0.018","1002.1493"
"416","Sell","4.1539","4.7848","-0.1241","1002.0252"
"417","Sell","4.1841","4.7995","0.0815","1002.1067"
"418","Sell","4.1642","4.7828","-0.0836","1002.0231"
"419","Sell","4.1873","4.7965","0.0845","1002.1076"
"420","Sell","4.181","4.7989","0.0643","1002.1719"
"421","Sell","4.1642","4.8069","0.0171","1002.189"
"422","Sell","4.1665","4.8009","0.0029","1002.1919"
"423","Sell","4.1321","4.8368","-0.014","1002.1779"
"424","Sell","4.1355","4.8509","0.0607","1002.2386"
"425","Sell","4.1283","4.8259","-0.0771","1002.1615"
"426","Sell","4.1431","4.7935","-0.1399","1002.0216"
"427","Sell","4.1871","4.7848","0.0343","1002.0559"
"428","Sell","4.1817","4.7793","-0.0146","1002.0413"
"429","Sell","4.1866","4.7784","0.0054","1002.0467"
"430","Sell","4.1778","4.7659","-0.0889","1001.9578"
"431","Sell","4.1927","4.7746","0.0184","1001.9762"
"432","Sell","4.1765","4.7924","0.0155","1001.9917"
"433","Sell","4.174","4.7938","0.0092","1002.0009"
"434","Sell","4.1762","4.7854","-0.015","1001.9859"
"435","Sell","4.1825","4.7969","0.0631","1002.049"
"436","Sell","4.1398","4.8266","-0.0186","1002.0304"
"437","Sell","4.1428","4.8359","0.0344","1002.0648"
"438","Sell","4.1392","4.8268","-0.0207","1002.0441"
"439","Sell","4.1514","4.819","0.0054","1002.0495"
"440","Sell","4.1492","4.826","0.0241","1002.0736"
"441","Sell","4.1408","4.8323","0.0095","1002.0831"
"442","Sell","4.1376","4.8387","0.0207","1002.1038"
"443","Sell","4.135","4.8417","0.0203","1002.1241"
"444","Sell","4.1269","4.8465","0.0012","1002.1253"
"445","Sell","4.1096","4.8712","0.0189","1002.1442"
"446","Sell","4.1096","4.8639","-0.0115","1002.1327"
"447","Sell","4.1227","4.8529","0.007","1002.1397"
"448","Sell","4.0984","4.8712","-0.0361","1002.1036"
"449","Sell","4.1084","4.8247","-0.1781","1001.9255"
"450","Sell","4.1493","4.8282","0.0336","1001.9591"
"451","Sell","4.127","4.8438","-0.0095","1001.9496"
"452","Sell","4.1351","4.843","0.0265","1001.9761"
"453","Sell","4.1416","4.8378","0.0364","1002.0125"
"454","Sell","4.145","4.8363","0.0464","1002.0589"
"455","Sell","4.1257","4.8588","0.0458","1002.1047"
"456","Sell","4.1228","4.856","0.0202","1002.1249"
"457","Sell","4.0984","4.8589","-0.0864","1002.0385"
"458","Sell","4.1143","4.8606","-0.0021","1002.0364"
"459","Sell","4.1162","4.8613","0.0103","1002.0467"
"460","Sell","4.111","4.8606","-0.0181","1002.0286"
"461","Sell","4.1039","4.8887","0.0627","1002.0913"
"462","Sell","4.0974","4.8959","0.0601","1002.1514"
"463","Sell","4.0994","4.8844","0.023","1002.1744"
"464","Sell","4.1031","4.8814","0.0287","1002.2031"
"465","Sell","4.1013","4.8834","0.0283","1002.2314"
"466","Sell","4.1051","4.8765","0.0185","1002.2499"
"467","Sell","4.1073","4.8533","-0.066","1002.1839"
"468","Sell","4.1229","4.8569","0.0243","1002.2082"
"469","Sell","4.1246","4.8496","0.0029","1002.2111"
"470","Sell","4.1327","4.8472","0.0322","1002.2433"
"471","Sell","4.1113","4.8646","0.0","1002.2433"
"472","Sell","4.1201","4.8731","0.0778","1002.3211"
"473","Sell","4.1204","4.8433","-0.0437","1002.2774"
"474","Sell","4.1363","4.8359","0.0029","1002.2803"
"475","Sell","4.1404","4.8383","0.0323","1002.3126"
"476","Sell","4.14","4.8358","0.0203","1002.3329"
"477","Sell","4.1344","4.8119","-0.1057","1002.2272"
"478","Sell","4.1627","4.81","0.0225","1002.2497"
"479","Sell","4.1747","4.8128","0.0917","1002.3414"
"480","Sell","4.1648","4.7968","-0.0225","1002.3189"
"481","Sell","4.1706","4.7959","0.0017","1002.3206"
"482","Sell","4.1762","4.8023","0.0554","1002.376"
"483","Sell","4.1708","4.806","0.0446","1002.4206"
"484","Sell","4.1593","4.8163","0.0324","1002.453"
"485","Sell","4.1653","4.787","-0.0607","1002.3923"
"486","Sell","4.1791","4.7916","0.0247","1002.417"
"487","Sell","4.1702","4.7978","0.0079","1002.4249"
"488","Sell","4.1598","4.808","4.0E-4","1002.4253"
"489","Sell","4.1701","4.7798","-0.0675","1002.3578"
"490","Sell","4.19","4.7886","0.064","1002.4218"
"491","Sell","4.1782","4.7817","-0.0213","1002.4005"
"492","Sell","4.1841","4.7823","0.0096","1002.4101"
"493","Sell","4.1739","4.7939","0.0092","1002.4193"
"494","Sell","4.1771","4.7853","-0.0113","1002.408"
"495","Sell","4.1803","4.7779","-0.0272","1002.3808"
"496","Sell","4.191","4.7773","0.0218","1002.4026"
"497","Sell","4.1817","4.7918","0.0376","1002.4402"
"498","Sell","4.1798","4.7849","0.0","1002.4402"
"499","Sell","4.181","4.7887","0.0217","1002.4619"
"500","Sell","4.179","4.7827","-0.013","1002.4489"
"501","Sell","4.1819","4.7815","-0.0042","1002.4447"
"502","Sell","4.1922","4.7501","-0.0867","1002.358"
"503","Sell","4.2283","4.7309","0.0038","1002.3618"
"504","Sell","4.2331","4.7419","0.0727","1002.4345"
"505","Sell","4.2182","4.7485","0.0299","1002.4644"
"506","Sell","4.1947","4.7639","-0.0168","1002.4476"
"507","Sell","4.1985","4.7671","0.0147","1002.4623"
"508","Sell","4.1957","4.7634","-0.0143","1002.448"
"509","Sell","4.2057","4.7524","-0.013","1002.435"
"510","Sell","4.2073","4.7629","0.0391","1002.4741"
"511","Sell","4.2064","4.7561","0.0059","1002.48"
"512","Sell","4.2093","4.7506","-0.0034","1002.4766"
"513","Sell","4.2139","4.758","0.0497","1002.5263"
"514","Sell","4.1771","4.7944","0.0267","1002.553"
"515","Sell","4.1568","4.8123","0.0037","1002.5567"
"516","Sell","4.161","4.7937","-0.0532","1002.5035"
"517","Sell","4.1749","4.7967","0.0259","1002.5294"
"518","Sell","4.1746","4.7913","0.0017","1002.5311"
"519","Sell","4.1744","4.7974","0.0263","1002.5574"
"520","Sell","4.1761","4.79","0.0033","1002.5607"
"521","Sell","4.1789","4.7846","-0.0054","1002.5553"
"522","Sell","4.1845","4.7653","-0.0597","1002.4956"
"523","Sell","4.1884","4.7729","-0.0092","1002.4864"
"524","Sell","4.1911","4.7802","0.0344","1002.5208"
"525","Sell","4.1831","4.7922","0.0464","1002.5672"
"526","Sell","4.1741","4.7852","-0.0263","1002.5409"
"527","Sell","4.1771","4.7867","-0.0054","1002.5355"
"528","Sell","4.1844","4.7912","0.0481","1002.5836"
"529","Sell","4.174","4.7955","0.0163","1002.5999"
"530","Sell","4.1706","4.7999","0.0184","1002.6183"
"531","Sell","4.1814","4.7788","-0.018","1002.6003"
"532","Sell","4.1831","4.7801","-0.0042","1002.5961"
"533","Sell","4.1841","4.7656","-0.0602","1002.5359"
"534","Sell","4.1973","4.7764","0.0478","1002.5837"
"535","Sell","4.1955","4.7648","-0.0092","1002.5745"
"536","Sell","4.2046","4.7609","0.0177","1002.5922"
"537","Sell","4.1975","4.7633","-0.0059","1002.5863"
"538","Sell","4.204","4.7446","-0.0537","1002.5326"
"539","Sell","4.2118","4.7514","0.0118","1002.5444"
"540","Sell","4.2102","4.7532","0.0118","1002.5562"
"541","Sell","4.2127","4.7291","-0.0778","1002.4784"
"542","Sell","4.2203","4.7387","-0.0013","1002.4771"
"543","Sell","4.2175","4.7436","0.0063","1002.4834"
"544","Sell","4.2159","4.7437","-0.0013","1002.4821"
"545","Sell","4.2167","4.7494","0.0266","1002.5087"
"546","Sell","4.213","4.7487","0.0063","1002.515"
"547","Sell","4.1982","4.7657","0.0076","1002.5226"
"548","Sell","4.203","4.7574","-0.0046","1002.518"
"549","Sell","4.2069","4.754","-4.0E-4","1002.5176"
"550","Sell","4.2117","4.7502","0.0063","1002.5239"
"551","Sell","4.2127","4.752","0.0185","1002.5424"
"552","Sell","4.2072","4.759","0.0219","1002.5643"
"553","Sell","4.1661","4.7964","-0.0179","1002.5464"
"554","Sell","4.1754","4.7811","-0.0372","1002.5092"
"555","Sell","4.1805","4.7901","0.0251","1002.5343"
"556","Sell","4.1778","4.7852","-0.0084","1002.5259"
"557","Sell","4.1862","4.7751","-0.0105","1002.5154"
"558","Sell","4.1934","4.77","0.0025","1002.5179"
"559","Sell","4.201","4.7746","0.0579","1002.5758"
"560","Sell","4.1958","4.7783","0.0487","1002.6245"
"561","Sell","4.1896","4.7775","0.0159","1002.6404"
"562","Sell","4.191","4.7786","0.0272","1002.6676"
"563","Sell","4.1974","4.7721","0.0306","1002.6982"
"564","Sell","4.1938","4.7638","-0.0218","1002.6764"
"565","Sell","4.2068","4.761","0.0286","1002.705"
"566","Sell","4.1854","4.7871","0.036","1002.741"
"567","Sell","4.1876","4.7844","0.0352","1002.7762"
"568","Sell","4.1831","4.7894","0.0343","1002.8105"
"569","Sell","4.1403","4.8312","0.0025","1002.813"
"570","Sell","4.144","4.828","0.007","1002.82"
"571","Sell","4.1436","4.8279","0.005","1002.825"
"572","Sell","4.1442","4.8226","-0.0141","1002.8109"
"573","Sell","4.15","4.8238","0.0187","1002.8296"
"574","Sell","4.1533","4.8147","-0.0029","1002.8267"
"575","Sell","4.1491","4.8196","-0.0029","1002.8238"
"576","Sell","4.154","4.812","-0.0108","1002.813"
"577","Sell","4.1577","4.8253","0.0618","1002.8748"
"578","Sell","4.1353","4.838","0.0066","1002.8814"
"579","Sell","4.1385","4.8391","0.0265","1002.9079"
"580","Sell","4.1351","4.8309","-0.024","1002.8839"
"581","Sell","4.1353","4.8288","-0.0314","1002.8525"
"582","Sell","4.1478","4.8214","-0.0017","1002.8508"
"583","Sell","4.1455","4.8296","0.0211","1002.8719"
"584","Sell","4.1479","4.825","0.0137","1002.8856"
"585","Sell","4.1484","4.8284","0.0303","1002.9159"
"586","Sell","4.153","4.81","-0.0241","1002.8918"
"587","Sell","4.1644","4.8066","0.0167","1002.9085"
"588","Sell","4.1675","4.7994","0.0017","1002.9102"
"589","Sell","4.1565","4.8022","-0.0395","1002.8707"
"590","Sell","4.1702","4.7982","0.0096","1002.8803"
"591","Sell","4.1682","4.798","-8.0E-4","1002.8795"
"592","Sell","4.1676","4.8069","0.0333","1002.9128"
"593","Sell","4.1652","4.789","-0.0528","1002.86"
"594","Sell","4.1815","4.7885","0.023","1002.883"
"595","Sell","4.1772","4.7909","0.0125","1002.8955"
"596","Sell","4.1443","4.8303","0.0182","1002.9137"
"597","Sell","4.1446","4.8117","-0.0571","1002.8566"
"598","Sell","4.1627","4.8125","0.0329","1002.8895"
"599","Sell","4.1633","4.803","-0.0037","1002.8858"
"600","Sell","4.1589","4.8072","-0.0075","1002.8783"
"601","Sell","4.1594","4.8125","0.0171","1002.8954"
"602","Sell","4.1621","4.8156","0.0429","1002.9383"
"603","Sell","4.1545","4.8148","0.0033","1002.9416"
"604","Sell","4.1508","4.8088","-0.0398","1002.9018"
"605","Sell","4.1611","4.7968","-0.0399","1002.8619"
"606","Sell","4.1821","4.7982","0.0664","1002.9283"
"607","Sell","4.1746","4.7984","0.0313","1002.9596"
"608","Sell","4.1743","4.7981","0.0288","1002.9884"
"609","Sell","4.1656","4.8099","0.0362","1003.0246"
"610","Sell","4.1641","4.8065","0.0146","1003.0392"
"611","Sell","4.1667","4.7666","-0.1391","1002.9001"
"612","Sell","4.1954","4.7648","-0.0096","1002.8905"
